,x,y,distance,expected_strokes,simulated_strokes
0,1.2569494407509667,176.32446151302483,4.406080890613356,1.6779505350057016,2
1,-6.79204414405824,190.87047355306274,20.583128600871333,2.7053988061051157,2
2,5.813040556563361,174.98677251008147,1.2785753529883699,0.99346334577729,1
3,4.458956131861532,194.70155299010744,20.70862198866638,2.3981908229493616,2
4,-1.8106800431067909,192.12274188727798,19.36024628362132,2.5672158760497616,2
5,-4.0796303786667165,182.2459501766968,12.265210235857085,2.423867004379545,2
6,-6.493454729571676,187.13147192601943,17.450932827919257,2.6234420180045133,2
7,-6.354884400681155,181.98005937999963,13.878571520914978,2.5054499414959337,2
8,0.6171076342420242,183.4227981936458,10.392250540089677,2.208070425993258,2
9,4.90891883874966,173.1660006852229,0.8389580650922687,1.0378966441302495,1
10,-2.3814975056100596,203.1137561554375,30.034934707829855,2.5586530338360074,2
11,4.565743753925843,187.25334442036788,13.260456885497984,2.1800722658446148,2
12,6.366263686731962,173.95942847855957,1.3668659444270326,1.22329427283429,1
13,8.334406104963874,177.26530080520968,4.666953333956031,1.3505573750438333,1
14,-1.4427356089787735,171.65156555462184,6.857403770483529,1.7149438324803363,2
15,-6.308415161507879,173.05621809476915,11.347730070356029,2.1060131180093244,2
16,-4.385043424591418,173.38138037510996,9.405409630726654,2.0246282495973005,2
17,3.2648611672409635,194.62497963088632,20.697837847065664,2.422504152148101,2
18,-6.251443389825783,175.12319809461817,11.30736716986798,2.202182585138176,2
19,0.2520095466988905,201.93516962455726,28.335792124050904,2.522215155082523,2
20,4.216946903752139,168.6866960575364,5.370695572879038,1.5337872828051002,3
21,-4.353171545050737,187.03941742765556,16.047062809243144,2.557740549702518,2
22,-1.9740312509193774,191.4935786777107,18.832482758310295,2.5681456024719274,3
23,-3.8769025280395253,199.75412297232336,27.24103978496174,2.6354697223452255,2
24,0.9109035650981937,182.24054172732133,9.199306365897955,2.13190188841597,2
25,-5.144211240613662,193.36718083451046,21.86304450827519,2.678543239082969,2
26,-2.2065388863864586,184.6806915637157,12.884540154783478,2.414006616401044,2
27,8.103350794563635,186.20277448008008,12.591206898697695,2.0658571129638514,2
28,7.771779520303432,191.9713665561078,18.183860360307524,2.284040362365545,2
29,7.359263270370462,182.03250472072008,8.371813140969497,1.792203288408458,3
30,-0.36254838392540595,172.7807713741391,5.499403932433006,1.6186968223365652,2
31,4.296825810128004,169.38152342936343,4.671699880645278,1.4626379659512354,1
32,6.397035991446355,184.96601045088394,11.05464132255282,2.0180672027160047,2
33,-6.426596957963214,171.0275452519787,11.806888043374027,2.0850668784289397,2
34,-0.729935019779108,196.82982878168613,23.537910644999812,2.521322590179439,2
35,-3.704610017429765,188.2567990390575,16.70408795461787,2.5566544740734827,2
36,6.796522746422361,178.2285421905534,4.5943512094422205,1.372733651522591,1
37,-3.2634005637842742,190.24851738389634,18.229045670367164,2.5854292481829053,3
38,6.348524082397798,191.83964353846005,17.89053936526583,2.2976057062393487,2
39,5.400798328363349,191.61748950398533,17.62204800024821,2.3080165458623725,2
40,-1.7057822475692834,191.07019249696256,18.340092350780907,2.5465292438587617,3
41,8.387981820916863,182.75958987934794,9.391955902432573,1.8028300630565186,2
42,-7.441140026043724,185.70601676228122,17.082528899037058,2.6265542188538933,2
43,9.01151356430566,186.28299594165907,12.921463941033208,2.0639667924804574,2
44,0.09725400277778454,174.92827479219287,4.989850939967963,1.6932323214649818,1
45,-4.535910946378445,190.8875563280448,19.39389482053944,2.643569820178041,2
46,-6.306427897867633,188.56082001613245,18.4350967274892,2.6410946234836588,2
47,-0.5775868641369325,172.94060384389942,5.677305297634921,1.6443612983161031,2
48,2.299273530432361,192.75042719032695,18.943928929426843,2.413995409672644,2
49,7.61693053675484,182.44562650408315,8.841772021527799,1.823529490649959,3
50,3.8409443461153625,183.5127388983925,9.583089864850061,1.9970217618754775,2
51,7.399948834024626,175.0462152847259,2.6180757872777933,1.267842431309686,1
52,-0.2106961072972935,188.85760850274787,15.744836751885643,2.4276524237140684,2
53,1.361455070664923,169.2594522170931,5.975935281176792,1.4544965626310757,2
54,-3.9314678714302067,174.14324912797858,8.932616562410852,2.027820043439912,2
55,3.3102055115167697,200.88822514678205,26.941270514906137,2.476101564617605,2
56,-1.4858349690194654,172.45919064827615,6.666344478326589,1.7280129527188746,2
57,-7.931390542741505,178.2709491079693,13.618438517384002,2.437640757602391,2
58,6.012475932274212,186.86836652399103,12.90813559384962,2.1291778924251794,2
59,4.281714851903923,173.10817278149702,1.1451154272116713,0.9739406491308813,1
60,0.7071680046342127,182.84149098246775,9.828548689073818,2.1758148630785104,2
61,7.850096752985521,186.90961106213624,13.220480674960683,2.1011612435293117,2
62,5.209355610408486,199.2433412247161,25.24420935499982,2.4339558624192534,2
63,4.091392190457815,191.4436952728772,17.46734304136033,2.3324137681072012,2
64,-1.9100542265284193,197.34990952100333,24.350916287741722,2.543510876521747,2
65,-4.800835621433913,179.07840825043306,11.038415159633852,2.3350390297644994,2
66,-3.5751178166326083,179.2651182872546,10.062510429704552,2.2774906364103127,2
67,3.423212541553473,177.6813426503719,4.004814901910136,1.5829020342235525,1
68,2.5928653069062886,168.56583575208543,5.943436590391811,1.4511367107414597,2
69,8.42430728354417,186.64364284478805,13.099144428499658,2.084680665858769,2
70,-6.726454894849596,191.37077520868488,20.958377221330927,2.715790893987882,2
71,-1.918538237455066,174.98102176184779,6.987744631878499,1.9073028970906305,2
72,6.626371608145585,180.33428864853104,6.539747494413778,1.647433818272652,1
73,-1.145529942260118,183.60033357605883,11.398857093709799,2.322301901146137,2
74,7.36259660528253,179.53207682635926,6.01545814814081,1.5119697153566107,1
75,-0.523071352204346,194.56451993272404,21.293280565120646,2.499883758871532,2
76,2.095728709739951,171.98594694938777,3.534289379508873,1.288402599968179,1
77,2.671044036407636,166.97184124672486,7.403988880434002,1.611359741302857,1
78,-2.285875321453087,171.05562604684897,7.85832788675513,1.7885631675215132,1
79,6.055402169545219,194.34951359090965,20.376863770612427,2.3603812260324153,2
80,1.931096677229899,183.98150787126693,10.442636974858075,2.1456396934720527,2
81,0.2643101563356928,186.60202853960382,13.462461944546938,2.3479974164662902,2
82,-7.125129090481766,175.47979708479218,12.215095368968948,2.2603031790841146,2
83,2.1431642788089946,171.13969007394869,4.042633202621852,1.2785548100092086,1
84,9.191710003379146,184.24177871641442,11.066366342590875,1.9044124324059888,2
85,-4.693721654590322,179.92742237097585,11.362331428039683,2.3664779715038584,2
86,-3.383122555344328,182.66904125437424,12.059395509227038,2.4059425171826874,2
87,-6.1629188821213,181.10891365521388,13.234327006920552,2.4717542995261703,3
88,5.154881399058271,195.17360468989307,21.174171148161527,2.3906348444137717,2
89,1.153218230721979,175.52236261242354,4.137066340313478,1.6099451636846396,1
90,0.2821341017429236,187.9265426174093,14.70397388152109,2.3837808867821253,2
